año,area_total_km2,sensor,año_base,area_ref_km2,area_ref_fin_km2,delta_largo_plazo_km2,pct_largo_plazo,media_movil_km2,delta_anomalia_km2,pct_anomalia,tasa_lineal_km2_año,area_tendencia_inicio_km2,area_tendencia_fin_km2,cambio_tendencia_pct,decada
2016,3.49721,sentinel2,2016,3.49721,3.44159,0.0,0.0,1.7904,1.70681,95.33,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2017,1.485517,sentinel2,2016,3.49721,3.44159,-2.01169,-57.52,1.47093,0.01459,0.99,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2018,0.388476,sentinel2,2016,3.49721,3.44159,-3.10873,-88.89,1.20665,-0.81818,-67.81,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2019,0.5125,sentinel2,2016,3.49721,3.44159,-2.98471,-85.35,0.55682,-0.04432,-7.96,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2020,0.14955600000000002,sentinel2,2016,3.49721,3.44159,-3.34765,-95.72,0.27923,-0.12967,-46.44,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2021,0.248043,sentinel2,2016,3.49721,3.44159,-3.24917,-92.91,0.22488,0.02316,10.3,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2022,0.097575,sentinel2,2016,3.49721,3.44159,-3.39964,-97.21,0.8107,-0.71312,-87.96,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2023,0.11672600000000001,sentinel2,2016,3.49721,3.44159,-3.38048,-96.66,0.97598,-0.85926,-88.04,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
2024,3.441587,sentinel2,2016,3.49721,3.44159,-0.05562,-1.59,1.21863,2.22296,182.41,-0.08625206666671625,1.4491404888889576,0.7591239555552249,-47.61557203213347,2015-2025
