sensor,decada,n_años,mediana_km2,tasa_km2_año,r2,p_valor,se_pendiente,ic95_inf,ic95_sup
sentinel2,2015-2025,9,0.3939,-0.08941,0.0276,0.6692,0.200577,-0.48254,0.30372
