ela_m,balance_medio_mm_we,swe_medio_final_mm,z_ref_m,lat_centroide,lon_centroide,lapse_rate,route_k_dias,ela_bands
,1124.7,1124.7,3748.0,-33.58008279096605,-70.134941629243,-0.0075,5,20
