sensor,decada,n_años,mediana_km2,tasa_km2_año,r2,p_valor,se_pendiente,ic95_inf,ic95_sup
sentinel2,2015-2025,9,0.384,-0.07028,0.0183,0.7285,0.194494,-0.45149,0.31093
