CODIGO ESTACION,NOMBRE ESTACION,COD_REGION,REGION,COMUNA,LAT,LONG,UTM_ESTE,UTM_NORTE,ALTITUD,Año,Mes,Caudal_Medio_mensual,Unidad
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1994,12,0.716,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,1,0.496,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,2,0.206,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,3,0.078,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,4,0.039,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,5,0.037,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,6,0.037,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,7,0.037,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1995,8,0.037,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1996,9,0.037,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1996,10,0.041,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1996,11,0.081,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1996,12,0.098,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1997,1,0.099,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1997,2,0.047,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1997,3,0.039,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1997,4,0.037,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1997,5,0.037,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1998,11,0.664,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1998,12,0.775,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1999,1,0.61,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1999,2,0.456,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1999,3,0.251,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1999,4,0.155,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1999,5,0.139,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1999,11,0.875,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,1999,12,0.861,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2000,1,0.853,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2000,2,0.621,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2000,3,0.36,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2000,4,0.218,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2000,12,0.464,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2001,1,0.363,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2001,2,0.236,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2001,3,0.095,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2001,4,0.042,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2001,11,0.213,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2001,12,0.482,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2002,1,0.321,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2002,2,0.244,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2002,3,0.126,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2003,11,0.238,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2003,12,0.362,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2004,1,0.345,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2004,2,0.223,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2004,3,0.132,m3/s
05703006,ESTERO GLACIAR ECHAURREN NORTE,13,METROPOLITANA,SAN JOSE DE MAIPO,333526,700702,396340,6282681,2985,2004,4,0.081,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,1,121.719,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,2,64.021,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,3,45.297,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,4,37.97,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,5,35.629,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,6,31.853,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,7,31.919,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,8,32.455,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,9,34.023,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,10,54.474,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,11,106.803,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1960,12,126.526,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1961,1,87.161,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1961,2,59.475,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1961,3,53.865,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1961,4,42.731,m3/s
05704002,RIO MAIPO EN SAN ALFONSO,13,METROPOLITANA,SAN JOSE DE MAIPO,334406,701804,379469,6266471,1092,1961,5,42.31,m3/s
